Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1
47.455933089065546
47.45593308906566
47.455933089067244
47.455933089082215
47.45593308923887
47.45593309080402
47.45593310644965
47.455933262911614
47.455934827528104
47.45595047362483
47.45610692824067
47.498541152225826
47.498541152225954
47.49854115222743
47.49854115224083
47.498541152383396
47.498541153808354
47.498541168054786
47.498541310521816
47.498542735191585
47.49855698182924
47.49869944296661
47.45873192003824
47.458731920038346
47.45873192004022
47.45873192005494
47.45873192021094
47.45873192177181
47.45873193738098
47.458732093470395
47.45873365436902
47.45874926322926
47.45890533933828
47.521641164088415
47.52164116408855
47.52164116409002
47.521641164101595
47.521641164225414
47.5216411654579
47.52164117778527
47.521641301057876
47.521642533788345
47.52165486107254
47.52177813157833
47.52928938657429
47.52928938657428
47.52928938657576
47.52928938658805
47.52928938672376
47.529289388075505
47.52928940158988
47.52928953673625
47.52929088819974
47.529304402771636
47.52943954224095
47.29075620574359
47.29075620574368
47.29075620574489
47.290756205754576
47.290756205853505
47.290756206843646
47.29075621674537
47.290756315756624
47.290757305875914
47.290767207071546
47.290866219506796
47.491525768860676
47.49152576886075
47.491525768862715
47.49152576888161
47.4915257690724
47.49152577098203
47.49152579007152
47.491525980961136
47.49152788986414
47.4915469786011
47.491737837394545
47.65124863451292
47.65124863451299
47.65124863451482
47.651248634531605
47.65124863470169
47.651248636398094
47.65124865336478
47.651248823034436
47.65125051973014
47.65126748640079
47.65143712468863
47.713762571473524
47.71376257147369
47.71376257147461
47.713762571482796
47.71376257156853
47.71376257242959
47.71376258104072
47.71376266714968
47.71376352823465
47.7137721390532
47.713858243888616
47.170191086146616
47.17019108614675
47.17019108614842
47.17019108616653
47.17019108634332
47.170191088115295
47.17019110583631
47.17019128303857
47.17019305507097
47.17021077538875
47.17038797891943
47.74962374989461
47.74962374989475
47.749623749896244
47.7496237499091
47.749623750036186
47.749623751306856
47.74962376400878
47.74962389102688
47.749625161208016
47.74963786302721
47.74976488139961
47.61977625063666
47.61977625063683
47.61977625063862
47.61977625065562
47.61977625082412
47.61977625250786
47.619776269338026
47.61977643764431
47.619778120710734
47.61979495136305
47.61996325724142
50.47232334428745
50.47232334428755
50.472323344289194
50.472323344306396
50.472323344475164
50.47232334617009
50.47232336311041
50.4723235325203
50.47232522661283
50.4723421675434
50.47251157665781
62.835923358236236
62.835923358236286
62.835923358237025
62.83592335824448
62.83592335830638
62.835923358932845
62.83592336520294
62.835923427898884
62.83592405485614
62.835930324432475
62.83599302035364



Combined = (1-abs(CC)) + RRSE + RAE:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN



Accuracy:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
87.5946722381823
87.5946722381823
87.5946722381823
87.5946722381823
87.5946722381823
87.5946722381823
87.5946722381823
87.5946722381823
87.5946722381823
87.5946722381823
87.5946722381823
87.58238213018296
87.58238213018296
87.58238213018296
87.58238213018296
87.58238213018296
87.58238213018296
87.58238213018296
87.58238213018296
87.58238213018296
87.58238213018296
87.58238213018296
87.57470081268339
87.57470081268339
87.57470081268339
87.57470081268339
87.57470081268339
87.57470081268339
87.57470081268339
87.57470081268339
87.57470081268339
87.57470081268339
87.57470081268339
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.57316454918347
87.56855575868373
87.56855575868373
87.56855575868373
87.56855575868373
87.56855575868373
87.56855575868373
87.56855575868373
87.56855575868373
87.56855575868373
87.56855575868373
87.56855575868373
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.55319312368458
87.53322169818567
87.53322169818567
87.53322169818567
87.53322169818567
87.53322169818567
87.53322169818567
87.53322169818567
87.53322169818567
87.53322169818567
87.53322169818567
87.53322169818567
87.5255403806861
87.5255403806861
87.5255403806861
87.5255403806861
87.5255403806861
87.5255403806861
87.5255403806861
87.5255403806861
87.5255403806861
87.5255403806861
87.5255403806861
87.41646567219209
87.41646567219209
87.41646567219209
87.41646567219209
87.41646567219209
87.41646567219209
87.41646567219209
87.41646567219209
87.41646567219209
87.41646567219209
87.41646567219209
87.37498655769437
87.37498655769437
87.37498655769437
87.37498655769437
87.37498655769437
87.37498655769437
87.37498655769437
87.37498655769437
87.37498655769437
87.37498655769437
87.37498655769437
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
86.8127141167253
86.8127141167253
86.8127141167253
86.8127141167253
86.8127141167253
86.8127141167253
86.8127141167253
86.8127141167253
86.8127141167253
86.8127141167253
86.8127141167253
84.29785076736361
84.29785076736361
84.29785076736361
84.29785076736361
84.29785076736361
84.29785076736361
84.29785076736361
84.29785076736361
84.29785076736361
84.29785076736361
84.29785076736361



Kappa:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5902637667246742
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5897846692272822
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5891277832672634
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5889424123617222
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.5899678152350752
0.589706084463093
0.589706084463093
0.589706084463093
0.589706084463093
0.589706084463093
0.589706084463093
0.589706084463093
0.589706084463093
0.589706084463093
0.589706084463093
0.589706084463093
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5884973115696431
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.5886614213422746
0.588967240178347
0.588967240178347
0.588967240178347
0.588967240178347
0.588967240178347
0.588967240178347
0.588967240178347
0.588967240178347
0.588967240178347
0.588967240178347
0.588967240178347
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5893841410487031
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5853146517136765
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5850921976594151
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5810681802197672
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5735760505043654
0.5457092963745914
0.5457092963745914
0.5457092963745914
0.5457092963745914
0.5457092963745914
0.5457092963745914
0.5457092963745914
0.5457092963745914
0.5457092963745914
0.5457092963745914
0.5457092963745914



Best performance:
Performance (-2, 1): 84.29785076736361 (ACC)

Result of Step 1: -12, 15

=== Initial space - End ===

Center is on border of space.

Final result:-12, 15
Classifier: weka.classifiers.functions.Logistic -R 1.0E-12 -M 15
Shutting down thread pool...
Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1

Step 1:


=== Initial space - Start ===
Determining best values with 10-fold CV in space:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0

Performance (-12, 1): 84.2763430783648 (ACC): cached=false
Performance (-11, 1): 84.2763430783648 (ACC): cached=false
Performance (-10, 1): 84.2763430783648 (ACC): cached=false
Performance (-9, 1): 84.2763430783648 (ACC): cached=false
Performance (-8, 1): 84.2763430783648 (ACC): cached=false
Performance (-7, 1): 84.2763430783648 (ACC): cached=false
Performance (-6, 1): 84.2763430783648 (ACC): cached=false
Performance (-5, 1): 84.2763430783648 (ACC): cached=false
Performance (-4, 1): 84.2763430783648 (ACC): cached=false
Performance (-3, 1): 84.2763430783648 (ACC): cached=false
Performance (-2, 1): 84.2763430783648 (ACC): cached=false
Performance (-12, 2): 87.01857342571398 (ACC): cached=false
Performance (-11, 2): 87.01857342571398 (ACC): cached=false
Performance (-10, 2): 87.01857342571398 (ACC): cached=false
Performance (-9, 2): 87.01857342571398 (ACC): cached=false
Performance (-8, 2): 87.01857342571398 (ACC): cached=false
Performance (-7, 2): 87.01857342571398 (ACC): cached=false
Performance (-6, 2): 87.01857342571398 (ACC): cached=false
Performance (-5, 2): 87.01857342571398 (ACC): cached=false
Performance (-4, 2): 87.01857342571398 (ACC): cached=false
Performance (-3, 2): 87.01857342571398 (ACC): cached=false
Performance (-2, 2): 87.01857342571398 (ACC): cached=false
Performance (-12, 3): 87.35962392269522 (ACC): cached=false
Performance (-11, 3): 87.35962392269522 (ACC): cached=false
Performance (-10, 3): 87.35962392269522 (ACC): cached=false
Performance (-9, 3): 87.35962392269522 (ACC): cached=false
Performance (-8, 3): 87.35962392269522 (ACC): cached=false
Performance (-7, 3): 87.35962392269522 (ACC): cached=false
Performance (-6, 3): 87.35962392269522 (ACC): cached=false
Performance (-5, 3): 87.35962392269522 (ACC): cached=false
Performance (-4, 3): 87.35962392269522 (ACC): cached=false
Performance (-3, 3): 87.35962392269522 (ACC): cached=false
Performance (-2, 3): 87.35962392269522 (ACC): cached=false
Performance (-12, 4): 87.39956677369302 (ACC): cached=false
Performance (-11, 4): 87.39956677369302 (ACC): cached=false
Performance (-10, 4): 87.39956677369302 (ACC): cached=false
Performance (-9, 4): 87.39956677369302 (ACC): cached=false
Performance (-8, 4): 87.39956677369302 (ACC): cached=false
Performance (-7, 4): 87.39956677369302 (ACC): cached=false
Performance (-6, 4): 87.39956677369302 (ACC): cached=false
Performance (-5, 4): 87.39956677369302 (ACC): cached=false
Performance (-4, 4): 87.39956677369302 (ACC): cached=false
Performance (-3, 4): 87.39956677369302 (ACC): cached=false
Performance (-2, 4): 87.39956677369302 (ACC): cached=false
Performance (-12, 5): 87.41339314519226 (ACC): cached=false
Performance (-11, 5): 87.41339314519226 (ACC): cached=false
Performance (-10, 5): 87.41339314519226 (ACC): cached=false
Performance (-9, 5): 87.41339314519226 (ACC): cached=false
Performance (-8, 5): 87.41339314519226 (ACC): cached=false
Performance (-7, 5): 87.41339314519226 (ACC): cached=false
Performance (-6, 5): 87.41339314519226 (ACC): cached=false
Performance (-5, 5): 87.41339314519226 (ACC): cached=false
Performance (-4, 5): 87.41339314519226 (ACC): cached=false
Performance (-3, 5): 87.41339314519226 (ACC): cached=false
Performance (-2, 5): 87.41339314519226 (ACC): cached=false
Performance (-12, 6): 87.50864148218703 (ACC): cached=false
Performance (-11, 6): 87.50864148218703 (ACC): cached=false
Performance (-10, 6): 87.50864148218703 (ACC): cached=false
Performance (-9, 6): 87.50864148218703 (ACC): cached=false
Performance (-8, 6): 87.50864148218703 (ACC): cached=false
Performance (-7, 6): 87.50864148218703 (ACC): cached=false
Performance (-6, 6): 87.50864148218703 (ACC): cached=false
Performance (-5, 6): 87.50864148218703 (ACC): cached=false
Performance (-4, 6): 87.50864148218703 (ACC): cached=false
Performance (-3, 6): 87.50864148218703 (ACC): cached=false
Performance (-2, 6): 87.50864148218703 (ACC): cached=false
Performance (-12, 7): 87.61003487318145 (ACC): cached=false
Performance (-11, 7): 87.61003487318145 (ACC): cached=false
Performance (-10, 7): 87.61003487318145 (ACC): cached=false
Performance (-9, 7): 87.61003487318145 (ACC): cached=false
Performance (-8, 7): 87.61003487318145 (ACC): cached=false
Performance (-7, 7): 87.61003487318145 (ACC): cached=false
Performance (-6, 7): 87.61003487318145 (ACC): cached=false
Performance (-5, 7): 87.61003487318145 (ACC): cached=false
Performance (-4, 7): 87.61003487318145 (ACC): cached=false
Performance (-3, 7): 87.61003487318145 (ACC): cached=false
Performance (-2, 7): 87.61003487318145 (ACC): cached=false
Performance (-12, 8): 87.57930960318313 (ACC): cached=false
Performance (-11, 8): 87.57930960318313 (ACC): cached=false
Performance (-10, 8): 87.57930960318313 (ACC): cached=false
Performance (-9, 8): 87.57930960318313 (ACC): cached=false
Performance (-8, 8): 87.57930960318313 (ACC): cached=false
Performance (-7, 8): 87.57930960318313 (ACC): cached=false
Performance (-6, 8): 87.57930960318313 (ACC): cached=false
Performance (-5, 8): 87.57930960318313 (ACC): cached=false
Performance (-4, 8): 87.57930960318313 (ACC): cached=false
Performance (-3, 8): 87.57930960318313 (ACC): cached=false
Performance (-2, 8): 87.57930960318313 (ACC): cached=false
Performance (-12, 9): 87.55319312368458 (ACC): cached=false
Performance (-11, 9): 87.55319312368458 (ACC): cached=false
Performance (-10, 9): 87.55319312368458 (ACC): cached=false
Performance (-9, 9): 87.55319312368458 (ACC): cached=false
Performance (-8, 9): 87.55319312368458 (ACC): cached=false
Performance (-7, 9): 87.55319312368458 (ACC): cached=false
Performance (-6, 9): 87.55319312368458 (ACC): cached=false
Performance (-5, 9): 87.55319312368458 (ACC): cached=false
Performance (-4, 9): 87.55319312368458 (ACC): cached=false
Performance (-3, 9): 87.55319312368458 (ACC): cached=false
Performance (-2, 9): 87.55319312368458 (ACC): cached=false
Performance (-12, 10): 87.57162828568356 (ACC): cached=false
Performance (-11, 10): 87.57162828568356 (ACC): cached=false
Performance (-10, 10): 87.57162828568356 (ACC): cached=false
Performance (-9, 10): 87.57162828568356 (ACC): cached=false
Performance (-8, 10): 87.57162828568356 (ACC): cached=false
Performance (-7, 10): 87.57162828568356 (ACC): cached=false
Performance (-6, 10): 87.57162828568356 (ACC): cached=false
Performance (-5, 10): 87.57162828568356 (ACC): cached=false
Performance (-4, 10): 87.57162828568356 (ACC): cached=false
Performance (-3, 10): 87.57162828568356 (ACC): cached=false
Performance (-2, 10): 87.57162828568356 (ACC): cached=false
Performance (-12, 11): 87.59620850168221 (ACC): cached=false
Performance (-11, 11): 87.59620850168221 (ACC): cached=false
Performance (-10, 11): 87.59620850168221 (ACC): cached=false
Performance (-9, 11): 87.59620850168221 (ACC): cached=false
Performance (-8, 11): 87.59620850168221 (ACC): cached=false
Performance (-7, 11): 87.59620850168221 (ACC): cached=false
Performance (-6, 11): 87.59620850168221 (ACC): cached=false
Performance (-5, 11): 87.59620850168221 (ACC): cached=false
Performance (-4, 11): 87.59620850168221 (ACC): cached=false
Performance (-3, 11): 87.59620850168221 (ACC): cached=false
Performance (-2, 11): 87.59620850168221 (ACC): cached=false
Performance (-12, 12): 87.57930960318313 (ACC): cached=false
Performance (-11, 12): 87.57930960318313 (ACC): cached=false
Performance (-10, 12): 87.57930960318313 (ACC): cached=false
Performance (-9, 12): 87.57930960318313 (ACC): cached=false
Performance (-8, 12): 87.57930960318313 (ACC): cached=false
Performance (-7, 12): 87.57930960318313 (ACC): cached=false
Performance (-6, 12): 87.57930960318313 (ACC): cached=false
Performance (-5, 12): 87.57930960318313 (ACC): cached=false
Performance (-4, 12): 87.57930960318313 (ACC): cached=false
Performance (-3, 12): 87.57930960318313 (ACC): cached=false
Performance (-2, 12): 87.57930960318313 (ACC): cached=false
Performance (-12, 13): 87.59620850168221 (ACC): cached=false
Performance (-11, 13): 87.59620850168221 (ACC): cached=false
Performance (-10, 13): 87.59620850168221 (ACC): cached=false
Performance (-9, 13): 87.59620850168221 (ACC): cached=false
Performance (-8, 13): 87.59620850168221 (ACC): cached=false
Performance (-7, 13): 87.59620850168221 (ACC): cached=false
Performance (-6, 13): 87.59620850168221 (ACC): cached=false
Performance (-5, 13): 87.59620850168221 (ACC): cached=false
Performance (-4, 13): 87.59620850168221 (ACC): cached=false
Performance (-3, 13): 87.59620850168221 (ACC): cached=false
Performance (-2, 13): 87.59620850168221 (ACC): cached=false
Performance (-12, 14): 87.61310740018128 (ACC): cached=false
Performance (-11, 14): 87.61310740018128 (ACC): cached=false
Performance (-10, 14): 87.61310740018128 (ACC): cached=false
Performance (-9, 14): 87.61310740018128 (ACC): cached=false
Performance (-8, 14): 87.61310740018128 (ACC): cached=false
Performance (-7, 14): 87.61310740018128 (ACC): cached=false
Performance (-6, 14): 87.61310740018128 (ACC): cached=false
Performance (-5, 14): 87.61310740018128 (ACC): cached=false
Performance (-4, 14): 87.61310740018128 (ACC): cached=false
Performance (-3, 14): 87.61310740018128 (ACC): cached=false
Performance (-2, 14): 87.61310740018128 (ACC): cached=false
Performance (-12, 15): 87.59928102868204 (ACC): cached=false
Performance (-11, 15): 87.59928102868204 (ACC): cached=false
Performance (-10, 15): 87.59928102868204 (ACC): cached=false
Performance (-9, 15): 87.59928102868204 (ACC): cached=false
Performance (-8, 15): 87.59928102868204 (ACC): cached=false
Performance (-7, 15): 87.59928102868204 (ACC): cached=false
Performance (-6, 15): 87.59928102868204 (ACC): cached=false
Performance (-5, 15): 87.59928102868204 (ACC): cached=false
Performance (-4, 15): 87.59928102868204 (ACC): cached=false
Performance (-3, 15): 87.59928102868204 (ACC): cached=false
Performance (-2, 15): 87.59928102868204 (ACC): cached=false

Correlation coefficient:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN



Root mean squared error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.3154952125303691
0.3154952125303685
0.31549521253036295
0.3154952125303074
0.3154952125297632
0.31549521252432594
0.31549521246996015
0.3154952119263025
0.31549520648971313
0.3154951521247528
0.3154946085679298
0.315324564892096
0.31532456489209554
0.31532456489209204
0.3153245648920603
0.31532456489173816
0.3153245648885183
0.31532456485633537
0.31532456453449065
0.315324561316028
0.315324529131544
0.31532420730041255
0.3155349077570838
0.3155349077570834
0.3155349077570765
0.315534907757021
0.31553490775645254
0.3155349077507672
0.31553490769392634
0.31553490712551563
0.31553490144142216
0.3155348446015089
0.31553427630561826
0.3151689504908367
0.31516895049083604
0.3151689504908322
0.3151689504907914
0.31516895049038174
0.3151689504862862
0.3151689504453343
0.31516895003581796
0.31516894594067424
0.31516890498985956
0.3151684955450524
0.31546779710948825
0.3154677971094874
0.315467797109482
0.3154677971094312
0.31546779710891865
0.3154677971037919
0.3154677970525097
0.3154677965396991
0.31546779141157966
0.31546774013125584
0.3154672274131474
0.3153056568397378
0.31530565683973755
0.31530565683973405
0.31530565683970174
0.31530565683938827
0.31530565683626005
0.3153056568049617
0.31530565649198994
0.31530565336225963
0.3153056220650752
0.31530530910546556
0.3152763163637698
0.3152763163637694
0.3152763163637647
0.3152763163637203
0.3152763163632656
0.31527631635873105
0.3152763163133749
0.31527631585981075
0.31527631132417794
0.31527626596858094
0.31527581248477277
0.3151929501066509
0.3151929501066504
0.3151929501066467
0.31519295010660653
0.315192950106206
0.31519295010220744
0.3151929500622345
0.31519294966249517
0.31519294566512435
0.3151929056920783
0.3151925060308499
0.3152750258631788
0.31527502586317824
0.31527502586317413
0.3152750258631411
0.31527502586281797
0.31527502585958
0.3152750258272024
0.31527502550341463
0.31527502226554643
0.3152749898871765
0.31527466613491045
0.31595972443465753
0.31595972443465725
0.3159597244346543
0.3159597244346209
0.31595972443428194
0.3159597244309109
0.3159597243971942
0.3159597240600411
0.3159597206885255
0.31595968697352256
0.31595934984151514
0.3173751593651904
0.3173751593651899
0.3173751593651869
0.31737515936515126
0.3173751593648001
0.31737515936128996
0.3173751593261869
0.3173751589751708
0.317375155465
0.31737512036339244
0.317374769356137
0.3182447524459394
0.31824475244593886
0.3182447524459349
0.31824475244589734
0.31824475244551986
0.3182447524417431
0.3182447524039812
0.3182447520263517
0.3182447482500395
0.31824471048707154
0.3182443328680698
0.3200918677967692
0.3200918677967688
0.32009186779676546
0.3200918677967256
0.3200918677963398
0.3200918677924729
0.32009186775378656
0.32009186736694606
0.32009186349854046
0.32009182481457055
0.3200914379843085
0.32435395785733284
0.32435395785733223
0.3243539578573281
0.32435395785728643
0.3243539578568637
0.3243539578526554
0.3243539578105613
0.3243539573896373
0.32435395318038596
0.3243539110879799
0.32435349017418574
0.3469972631558987
0.34699726315589813
0.346997263155892
0.346997263155836
0.3469972631552726
0.34699726314965096
0.34699726309343565
0.3469972625312909
0.34699725690982486
0.3469972006952269
0.34699663855705143



Root relative squared error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
77.86001176548943
77.86001176548928
77.86001176548791
77.8600117654742
77.86001176533989
77.86001176399806
77.86001175058131
77.86001161641384
77.86001027473608
77.85999685818875
77.85986271561241
77.817898203711
77.81789820371088
77.81789820371002
77.81789820370219
77.81789820362268
77.81789820282806
77.81789819488574
77.81789811545876
77.8178973211851
77.81788937848359
77.81780995485151
77.86980801816235
77.86980801816225
77.86980801816053
77.86980801814683
77.86980801800655
77.86980801660349
77.86980800257592
77.86980786229974
77.86980645954125
77.86979243220854
77.86965218436016
77.7794946443804
77.77949464438024
77.7794946443793
77.77949464436922
77.77949464426813
77.7794946432574
77.77949463315102
77.77949453208785
77.77949352146098
77.77948341534594
77.7793823698269
77.85324600516229
77.85324600516209
77.85324600516074
77.85324600514821
77.85324600502172
77.85324600375651
77.85324599110075
77.85324586454593
77.85324459899442
77.85323194369427
77.85310541170148
77.81323194850141
77.81323194850134
77.81323194850047
77.8132319484925
77.81323194841515
77.81323194764315
77.81323193991912
77.81323186268187
77.81323109030616
77.81322336657834
77.81314613231956
77.80599111024668
77.80599111024658
77.80599111024542
77.80599111023446
77.80599111012224
77.80599110900317
77.80599109780988
77.8059909858763
77.8059898665426
77.80597867338602
77.80586675962873
77.78541742956206
77.78541742956195
77.78541742956104
77.78541742955112
77.78541742945228
77.78541742846548
77.7854174186007
77.78541731995035
77.78541633345253
77.78540646863776
77.78530783757552
77.80567263190784
77.8056726319077
77.80567263190669
77.80567263189853
77.8056726318188
77.8056726310197
77.80567262302934
77.80567254312284
77.80567174406013
77.80566375351016
77.80558385576768
77.97464710985183
77.97464710985176
77.97464710985103
77.97464710984278
77.97464710975913
77.97464710892721
77.97464710060638
77.97464701740148
77.97464618535639
77.9746378649432
77.97455466525895
78.32395757786396
78.32395757786384
78.32395757786311
78.32395757785432
78.32395757776764
78.32395757690139
78.32395756823843
78.32395748161234
78.32395661534898
78.32394795274027
78.3238613288298
78.53856155538641
